condition,full_MAE,full_KL,additive_MAE,additive_KL,MAE_gain_%,KL_gain_%
default,0.12337126023318916,1.1059724353462395,0.12881264550203372,1.1587621891426636,4.224263268281883,4.555702135524618
redundant,0.12969086262907806,0.9398969534797312,0.1378423130264412,1.0079668504568084,5.9136053497589804,6.75318805834022
