condition,seed,method,MAE,KL,n,m_sources
default,137,rel_wtd_mean,0.1193826899941945,0.8093338908352619,6840,5
default,137,median,0.1347478267391044,3.221193586148476,6840,5
default,137,dempster_shafer,0.16844442587455205,8.17917902992751,6840,5
default,137,corr_cluster,0.12650020277134463,0.8469152593128644,6840,5
default,137,sugeno,0.10760719891224596,0.695205801736235,6840,5
default,199,Choquet(ours),0.09339195563448822,0.9125273675341818,6846,5
default,199,naive_mean,0.08890716945305031,0.9089208425634446,6846,5
default,199,rel_wtd_mean,0.0932296037596589,0.9202462760062176,6846,5
default,199,median,0.08860062536191957,2.0029198427596535,6846,5
default,199,dempster_shafer,0.15844607727907684,3.2994788147455183,6846,5
default,199,corr_cluster,0.08247974893899453,0.8997914926756901,6846,5
default,199,sugeno,0.10695066736779134,0.9155271935015041,6846,5
default,313,Choquet(ours),0.11630135193037872,0.8563426198501037,6865,5
default,313,naive_mean,0.12157653925692805,0.9115825840297147,6865,5
default,313,rel_wtd_mean,0.1197579701753658,0.8908758374791966,6865,5
default,313,median,0.13380696626154706,3.7730188934229436,6865,5
default,313,dempster_shafer,0.16714283112984746,3.8339488105596162,6865,5
default,313,corr_cluster,0.12373584222515886,0.9317359282881258,6865,5
default,313,sugeno,0.10923190686310434,0.785234540092127,6865,5
redundant_bloc,20260613,Choquet(ours),0.08305766546847396,0.6869349740408135,6853,5
redundant_bloc,20260613,naive_mean,0.09849137516442025,0.7731226979718974,6853,5
redundant_bloc,20260613,rel_wtd_mean,0.08938988145451836,0.7261966591731767,6853,5
redundant_bloc,20260613,median,0.15196065550696503,6.8677662134803406,6853,5
redundant_bloc,20260613,dempster_shafer,0.13779714448157465,1.6730443430990511,6853,5
redundant_bloc,20260613,corr_cluster,0.08762493261758611,0.7172496169219713,6853,5
redundant_bloc,20260613,sugeno,0.0777648076586199,0.6378044284368659,6853,5
redundant_bloc,7,Choquet(ours),0.16719638366275302,1.1512167285367887,6828,5
redundant_bloc,7,naive_mean,0.186891808132255,1.3466287270544304,6828,5
redundant_bloc,7,rel_wtd_mean,0.17615998694849236,1.2377359268944512,6828,5
redundant_bloc,7,median,0.23293524431692608,11.048743775093646,6828,5
redundant_bloc,7,dempster_shafer,0.21279860512012674,2.452787324283316,6828,5
redundant_bloc,7,corr_cluster,0.1753938709277796,1.2294642440091486,6828,5
redundant_bloc,7,sugeno,0.14758681533050216,0.9820853377402355,6828,5
redundant_bloc,101,Choquet(ours),0.13881853875600725,0.9815391578615914,6843,5
redundant_bloc,101,naive_mean,0.15522698625066,1.1256153116955097,6843,5
redundant_bloc,101,rel_wtd_mean,0.1479770706763129,1.0599679653027974,6843,5
redundant_bloc,101,median,0.20228203962757885,9.547707573334607,6843,5
redundant_bloc,101,dempster_shafer,0.1953645221987967,2.6452498811506824,6843,5
redundant_bloc,101,corr_cluster,0.14449808148083312,1.0310283323862064,6843,5
redundant_bloc,101,sugeno,0.11560684080644794,0.8391880417326686,6843,5
redundant_bloc,11,Choquet(ours),0.13121555000140533,0.962489951160654,6830,5
redundant_bloc,11,naive_mean,0.12308730964443006,1.0051633810976328,6830,5
redundant_bloc,11,rel_wtd_mean,0.1265844196254195,0.9794486006164157,6830,5
redundant_bloc,11,median,0.12513399986951623,5.468641902117775,6830,5
redundant_bloc,11,dempster_shafer,0.11739837042482527,1.6026186669666276,6830,5
redundant_bloc,11,corr_cluster,0.12719778526523767,0.9752951643993067,6830,5
redundant_bloc,11,sugeno,0.15073577757398632,0.9713983270550679,6830,5
redundant_bloc,23,Choquet(ours),0.15444597688188927,1.0708870968738085,6858,5
redundant_bloc,23,naive_mean,0.17561969489245538,1.2623507552795452,6858,5
redundant_bloc,23,rel_wtd_mean,0.16374263696763397,1.151609627772082,6858,5
redundant_bloc,23,median,0.2240227587682045,10.554620732039561,6858,5
redundant_bloc,23,dempster_shafer,0.2003588752176842,2.1732274152899937,6858,5
redundant_bloc,23,corr_cluster,0.1637117385623677,1.1488988534948847,6858,5
redundant_bloc,23,sugeno,0.13204144126656148,0.9035335577223321,6858,5
redundant_bloc,47,Choquet(ours),0.13746445802851814,1.0000837430424185,6867,5
redundant_bloc,47,naive_mean,0.140182979945842,1.1119737359219717,6867,5
redundant_bloc,47,rel_wtd_mean,0.13828816338132754,1.0624745493846954,6867,5
redundant_bloc,47,median,0.17202319562974935,8.231991849954964,6867,5
redundant_bloc,47,dempster_shafer,0.16673334512498347,2.388829987788504,6867,5
redundant_bloc,47,corr_cluster,0.13755732720363828,1.0389799399721005,6867,5
redundant_bloc,47,sugeno,0.1424088926996964,0.9024698698870731,6867,5
redundant_bloc,89,Choquet(ours),0.07378795785924526,0.6651970776635404,6852,5
redundant_bloc,89,naive_mean,0.07339203518519137,0.6917137400882317,6852,5
redundant_bloc,89,rel_wtd_mean,0.07168382301263591,0.6715680540143804,6852,5
redundant_bloc,89,median,0.10839202483466592,4.18459427366728,6852,5
redundant_bloc,89,dempster_shafer,0.08860033996813417,1.131076115227337,6852,5
redundant_bloc,89,corr_cluster,0.07141096687625563,0.6732478884771551,6852,5
redundant_bloc,89,sugeno,0.09191213874842706,0.6830555852924354,6852,5
redundant_bloc,137,Choquet(ours),0.14158192770497013,0.8754269809237363,6840,5
redundant_bloc,137,naive_mean,0.1602736329624935,1.0313783885719487,6840,5
redundant_bloc,137,rel_wtd_mean,0.1515124058477675,0.9553480792906656,6840,5
redundant_bloc,137,median,0.21019570921149822,9.914151505852264,6840,5
redundant_bloc,137,dempster_shafer,0.19985212988065007,2.268337308403453,6840,5
redundant_bloc,137,corr_cluster,0.14840234909956987,0.929346201544857,6840,5
redundant_bloc,137,sugeno,0.12082337236755503,0.7332049542961626,6840,5
redundant_bloc,199,Choquet(ours),0.09770521594712751,0.7797135438590783,6846,5
redundant_bloc,199,naive_mean,0.0921649890536301,0.8265885389898374,6846,5
redundant_bloc,199,rel_wtd_mean,0.0931293681705996,0.7991610888264414,6846,5
redundant_bloc,199,median,0.11983452751823517,5.140583806788432,6846,5
redundant_bloc,199,dempster_shafer,0.11006141756767021,1.522690587059822,6846,5
redundant_bloc,199,corr_cluster,0.09305083868818,0.7964805956676164,6846,5
redundant_bloc,199,sugeno,0.11891121202683061,0.7706544808114556,6846,5
redundant_bloc,313,Choquet(ours),0.13392849186269346,0.9300496818702607,6865,5
redundant_bloc,313,naive_mean,0.15070004413640437,1.0655477923030403,6865,5
redundant_bloc,313,rel_wtd_mean,0.1423932639967142,0.9970289970738694,6865,5
redundant_bloc,313,median,0.19313850711997116,9.052203118432944,6865,5
redundant_bloc,313,dempster_shafer,0.18046504024037557,2.1551831581976764,6865,5
redundant_bloc,313,corr_cluster,0.14014942489267357,0.9791347771323208,6865,5
redundant_bloc,313,sugeno,0.11841412260227757,0.8166939309733121,6865,5
adversarial,20260613,Choquet(ours),0.10958386456604681,0.4616241296897289,7000,6
adversarial,20260613,naive_mean,0.1341865109636326,0.5594267248287328,7000,6
adversarial,20260613,rel_wtd_mean,0.11014380474341737,0.4747119569163159,7000,6
adversarial,20260613,median,0.13601846267892037,3.162596712013477,7000,6
adversarial,20260613,dempster_shafer,0.17399121173875245,3.8316066255054135,7000,6
adversarial,20260613,corr_cluster,0.13656590030183002,0.6213434278982738,7000,6
adversarial,20260613,sugeno,0.11751021854081355,0.3868118551828748,7000,6
adversarial,7,Choquet(ours),0.1776423811906996,0.8862958510164028,7000,6
adversarial,7,naive_mean,0.20338046120360123,1.0217679510192939,7000,6
